Name,Status,Tenant,Site,Location,Rack,Role,Manufacturer,Type,IP Address
BESEN-LAN02 (1),Active,DSD,BESEN,,,Switch (Access),Cisco,C9200-48P,10.132.70.11/24
BESEN-LAN02 (2),Active,DSD,BESEN,,,Switch (Access),Cisco,C9200-48P,10.132.70.11/24
BESEN-LAN13,Active,DSD,BESEN,,,Switch (Access),Cisco,C9200-48P,10.132.70.22/24
BESEN-LAN14,Active,DSD,BESEN,,,Switch (Access),Cisco,C9200-48P,10.132.70.23/24
BESEN-LAN07 (1),Active,DSD,BESEN,,,Switch (Access),Cisco,C9200-48P,10.132.70.16/24
BESEN-LAN07 (2),Active,DSD,BESEN,,,Switch (Access),Cisco,C9200-48P,10.132.70.16/24
BESEN-LAN07 (3),Active,DSD,BESEN,,,Switch (Access),Cisco,C9200-48P,10.132.70.16/24
BESEN-LAN08 (1),Active,DSD,BESEN,,,Switch (Access),Cisco,C9200-48P,10.132.70.17/24
BESEN-LAN08 (2),Active,DSD,BESEN,,,Switch (Access),Cisco,C9200-48P,10.132.70.17/24
BESEN-LAN08 (3),Active,DSD,BESEN,,,Switch (Access),Cisco,C9200-48P,10.132.70.17/24
BESEN-LAN09,Active,DSD,BESEN,,,Switch (Access),Cisco,C9200-48P,10.132.70.18/24
BESEN-LAN10 (2),Active,DSD,BESEN,,,Switch (Access),Cisco,C9200-48P,10.132.70.19/24
BRITA-AS-ITARO-1,Active,LPG,BRITA,,,Switch (Access),Cisco,WS-C3560-12PC-S,10.39.10.65/28
BRSP2-LAN03,Active,CTD,BRSP2,,,Switch (Access),Cisco,C9200-48P,10.160.126.35/28
BRSP2-LAN04,Active,CTD,BRSP2,,,Switch (Access),Cisco,C9300-48P,10.160.126.36/28
BRSP2-LAN02,Active,CTD,BRSP2,,,Switch (Access),Cisco,C9200-48P,10.160.126.34/28
BRSP2-CS01 (1),Active,CTD,BRSP2,,,Switch (Core),Cisco,C9300-48P,10.160.126.33/28
BRSP2-CS01 (2),Active,CTD,BRSP2,,,Switch (Core),Cisco,C9300-48P,10.160.126.33/28
BRSP8-DC-AS01 (1),Active,BID,BRSP8,,,Switch (Access),Cisco,WS-C2960X-48FPS-L,10.154.32.130/26
BRSP8-DC-AS01 (2),Active,BID,BRSP8,,,Switch (Access),Cisco,WS-C2960X-48FPS-L,10.154.32.130/26
BRSP8-DC-AS01 (3),Active,BID,BRSP8,,,Switch (Access),Cisco,WS-C2960X-48FPS-L,10.154.32.130/26
BRSP8-DC-AS01 (4),Active,BID,BRSP8,,,Switch (Access),Cisco,WS-C2960X-48FPS-L,10.154.32.130/26
BRSP8-DC-AS01 (5),Active,BID,BRSP8,,,Switch (Access),Cisco,WS-C2960X-48FPS-L,10.154.32.130/26
BRSP8-EC-AS01,Active,BID,BRSP8,,,Switch (Access),Cisco,WS-C2960X-48FPS-L,10.154.32.132/26
BRSP8-DC-CS01 (1),Active,BID,BRSP8,,,Switch (Core),Cisco,WS-C3850-24P-E,10.154.32.129/26
BRSP8-DC-CS01 (2),Active,BID,BRSP8,,,Switch (Core),Cisco,WS-C3850-24P-E,10.154.32.129/26
CABU3-LAN01 (1),Active,CMD,CABU3,,,Switch (Access),Cisco,C9300-48P,10.158.0.81/27
CABU3-LAN01 (2),Active,CMD,CABU3,,,Switch (Access),Cisco,C9300-48P,10.158.0.81/27
CABU3-LAN01 (3),Active,CMD,CABU3,,,Switch (Access),Cisco,C9300-48P,10.158.0.81/27
CABU3-LAN01 (4),Active,CMD,CABU3,,,Switch (Access),Cisco,C9300-48P,10.158.0.81/27
CABU3-LAN01 (5),Active,CMD,CABU3,,,Switch (Access),Cisco,C9300-48P,10.158.0.81/27
CABU3-LAN01 (6),Active,CMD,CABU3,,,Switch (Access),Cisco,C9300-48P,10.158.0.81/27
CABU3-LAN01 (7),Active,CMD,CABU3,,,Switch (Access),Cisco,C9300-48P,10.158.0.81/27
CABU3-LAN01 (8),Active,CMD,CABU3,,,Switch (Access),Cisco,C9300-48P,10.158.0.81/27
CABU3-LAN02,Active,CMD,CABU3,,,Switch (Access),Cisco,C9300-48P,10.158.0.82/27
CABU3-LAN03 (1),Active,CMD,CABU3,,,Switch (Access),Cisco,C9300-48P,10.158.0.85/27
CABU3-LAN03 (2),Active,CMD,CABU3,,,Switch (Access),Cisco,C9300-48P,10.158.0.85/27
CABU3-CS01 (1),Active,CMD,CABU3,,,Switch (Core),Cisco,C9500-16X,10.158.0.65/27
CABU3-CS01 (2),Active,CMD,CABU3,,,Switch (Core),Cisco,C9500-16X,10.158.0.65/27
CAMAR-CORE01 (1),Active,IES,CAMAR,,,Switch (Core),Cisco,WS-C3750-48PS-E,10.160.85.1/24
CAMAR-CORE01 (2),Active,IES,CAMAR,,,Switch (Core),Cisco,WS-C3750-48PS-E,10.160.85.1/24
CAMI1-M-TOR01,Active,DPD,CAMI1,,,Switch (Server Access),Arista,DCS-7020SR-24C2,10.40.54.241/27
CAMI1-AS-M-234 (1),Active,DPD,CAMI1,,,Switch (Access),Cisco,WS-C2960XR-48TD-I,10.40.54.234/27
CAMI1-AS-M-234 (2),Active,DPD,CAMI1,,,Switch (Access),Cisco,WS-C2960XR-48TD-I,10.40.54.234/27
CAMI1-AS-M-233,Active,DPD,CAMI1,,,Switch (Access),Cisco,WS-C2960XR-48TD-I,10.40.54.233/27
CAMI1-AS-M-237,Active,DPD,CAMI1,,,Switch (Access),Cisco,WS-C2960XR-48FPD-I,10.40.54.237/27
CAMI1-AS-M-232,Active,DPD,CAMI1,,,Switch (Access),Cisco,WS-C2960XR-48TD-I,10.40.54.232/27
CAMI1-AS-M-236,Active,DPD,CAMI1,,,Switch (Access),Cisco,WS-C2960XR-48FPD-I,10.40.54.236/27
CAMI1-AS-M-238,Active,DPD,CAMI1,,,Switch (Access),Cisco,WS-C2960XR-48FPD-I,10.40.54.238/27
CAMI1-AS-M-239,Active,DPD,CAMI1,,,Switch (Access),Cisco,WS-C2960XR-48FPD-I,10.40.54.239/27
CAMI1-AS-M-235,Active,DPD,CAMI1,,,Switch (Access),Cisco,WS-C2960XR-48FPD-I,10.40.54.235/27
CAMI1-AS-M-231,Active,DPD,CAMI1,,,Switch (Access),Cisco,WS-C2960XR-48TD-I,10.40.54.231/27
CAMI1-AS-SER-01 (2),Active,DPD,CAMI1,,,Switch (Access),Cisco,WS-C3850-24T,10.40.67.31/26
CAMI1-AS-SER-01 (1),Active,DPD,CAMI1,,,Switch (Access),Cisco,WS-C3850-24T,10.40.67.31/26
CAMI1-CS-M-Mez6 (1),Active,DPD,CAMI1,,,Switch (Core),Cisco,WS-C3850-24XS-E,10.40.54.230/27
CAMI1-CS-M-Mez6 (2),Active,DPD,CAMI1,,,Switch (Core),Cisco,WS-C3850-24XS-E,10.40.54.230/27
CAMI1-LAN02,Active,DPD,CAMI1,,,Switch (Access),Cisco,C9200L-48P-4X,10.40.67.12/26
CAMI1-LAN03,Active,DPD,CAMI1,,,Switch (Access),Cisco,C9200L-48P-4X,10.40.67.13/26
CAMI1-LAN04,Active,DPD,CAMI1,,,Switch (Access),Cisco,C9200L-48P-4X,10.40.67.14/26
CAMI1-LAN05,Active,DPD,CAMI1,,,Switch (Access),Cisco,C9200L-48P-4X,10.40.67.15/26
CAMI1-LAN06,Active,DPD,CAMI1,,,Switch (Access),Cisco,C9200L-48P-4X,10.40.67.16/26
CAMI1-LAN07,Active,DPD,CAMI1,,,Switch (Access),Cisco,C9200L-48P-4X,10.40.67.17/26
CAMI1-LAN12-01 (1),Active,DPD,CAMI1,,,Switch (Access),Cisco,C9200L-48P-4X,10.40.67.20/26
CAMI1-LAN09,Active,DPD,CAMI1,,,Switch (Access),Cisco,C9200L-48P-4X,10.40.67.19/26
CAMI1-LAN08,Active,DPD,CAMI1,,,Switch (Access),Cisco,C9200L-48P-4X,10.40.67.18/26
CAMI1-LAN11-01 (1),Active,DPD,CAMI1,,,Switch (Access),Cisco,C9200L-48P-4X,10.40.67.21/26
CAMIS-LAN01,Active,IES,CAMIS,,,Switch (Access),Cisco,WS-C3650-48PD,10.164.224.68/26
CAMIS-CORE01,Active,IES,CAMIS,,,Switch (Core),Cisco,WS-C3750X-48P-S,10.164.224.1/29
CAMIS-LAN02,Active,IES,CAMIS,,,Switch (Access),Cisco,WS-C3750X-24T-S,10.20.25.12/24
CAON2-MPLS01,Active,RSD,CANEP,,,Router (undefined),Cisco,cisco 2611XM,10.160.83.196/28
CANEP-WLC01,Active,RSD,CANEP,,,Wireless LAN Controller,Cisco,AIR-CT2504-15-K9,10.160.83.240/27
CANEP-LAN01 (1),Active,RSD,CANEP,,,Switch (Access),Cisco,C9300-48P,10.160.83.245/27
CANEP-LAN01 (2),Active,RSD,CANEP,,,Switch (Access),Cisco,C9300-48P,10.160.83.245/27
CANEP-LAN01 (3),Active,RSD,CANEP,,,Switch (Access),Cisco,C9300-48P,10.160.83.245/27
CANEP-LAN01 (4),Active,RSD,CANEP,,,Switch (Access),Cisco,C9300-48P,10.160.83.245/27
CANEP-LAN01 (5),Active,RSD,CANEP,,,Switch (Access),Cisco,C9300-48P,10.160.83.245/27
CANEP-LAN01 (6),Active,RSD,CANEP,,,Switch (Access),Cisco,C9300-48P,10.160.83.245/27
CANEP-LAN01 (7),Active,RSD,CANEP,,,Switch (Access),Cisco,C9300-48P,10.160.83.245/27
CANEP-LAN02 (1),Active,RSD,CANEP,,,Switch (Access),Cisco,C9300-48P,10.160.83.246/27
CANEP-LAN02 (2),Active,RSD,CANEP,,,Switch (Access),Cisco,C9300-48P,10.160.83.246/27
CANEP-LAN02 (3),Active,RSD,CANEP,,,Switch (Access),Cisco,C9300-48P,10.160.83.246/27
CANEP-LAN03 (1),Active,RSD,CANEP,,,Switch (Access),Cisco,C9300-48P,10.160.83.247/27
CANEP-LAN03 (2),Active,RSD,CANEP,,,Switch (Access),Cisco,C9300-48P,10.160.83.247/27
CANEP-CS01 (1),Active,RSD,CANEP,,,Switch (Core),Cisco,C9500-16X,10.160.82.1/25
CANEP-CS01 (2),Active,RSD,CANEP,,,Switch (Core),Cisco,C9500-16X,10.160.82.1/25
CAWHI-LAN01,Active,RSD,CAWHI,,,Switch (Access),Cisco,WS-C3650-24PD,10.160.111.66/26
CAWIT-M-AS237,Active,DPD,CAWIT,,,Switch (Access),Cisco,C9200L-48P-4X,10.169.106.237/27
CAWIT-LAN-18B (4),Active,DPD,CAWIT,,,Switch (Access),Cisco,C9200L-48P-4X,10.169.114.11/26
CAWIT-LAN-18B (2),Active,DPD,CAWIT,,,Switch (Access),Cisco,C9200L-48P-4X,10.169.114.17/26
CAWIT-LAN03,Active,DPD,CAWIT,,,Switch (Access),Cisco,C9200L-48P-4X,10.169.114.13/26
CAWIT-LAN-18A (1),Active,DPD,CAWIT,,,Switch (Access),Cisco,C9200L-48P-4X,10.169.114.14/26
CAWIT-LAN-18B (1),Active,DPD,CAWIT,,,Switch (Access),Cisco,C9200L-48P-4X,10.169.114.16/26
CAWIT-LAN08,Active,DPD,CAWIT,,,Switch (Access),Cisco,C9200L-48P-4X,10.169.114.18/26
CAWIT-LAN-20,Active,DPD,CAWIT,,,Switch (Access),Cisco,C9300-48P,10.169.96.39/21
CHALL-001-MINI-01,Active,CTD,CHALL,,,Switch (Access),Cisco,WS-C2960CX-8TC-L,10.32.40.142/26
CHALL-TOR01,Active,CTD,CHALL,,,Switch (Server Access),Cisco,C9500-48Y4C,10.156.1.76/26
CHALL-WLC02-9800,Active,CTD,CHALL,,,Wireless LAN Controller,Cisco,AIR-CT5508-K9,10.156.1.68/26
DERHE-AS21,Active,CTD,DERHE,,,Switch (Access),Cisco,WS-C2960CX-8PC-L,10.113.224.9/24
CHALL-9-AS-2F-01,Active,CTD,CHALL,,,Switch (Access),Cisco,C9200-48P,10.32.40.130/26
CHALL-118-AS-2F-02,Active,CTD,CHALL,,,Switch (Access),Cisco,C9200-48P,10.113.40.3/26
CHECU-LAN09 (1),Active,MSD,CHECU,,,Switch (Access),Cisco,WS-C3650-48PD,10.33.56.139/25
CHECU-LAN09 (2),Active,MSD,CHECU,,,Switch (Access),Cisco,WS-C3650-48PD,10.33.56.139/25
CHECU-LAN09 (3),Active,MSD,CHECU,,,Switch (Access),Cisco,WS-C3650-48PD,10.33.56.139/25
CHECU-CS01 (2),Active,MSD,CHECU,,,Switch (Core),Cisco,WS-C3850-24XS-S,10.33.56.129/25
CHECU-LAN01 (1),Active,MSD,CHECU,,,Switch (Access),Cisco,WS-C3750X-48P-S,10.209.72.30/22
CHECU-LAN01 (2),Active,MSD,CHECU,,,Switch (Access),Cisco,WS-C3750X-48P-S,10.209.72.30/22
CHECU-LAN01 (3),Active,MSD,CHECU,,,Switch (Access),Cisco,WS-C3750X-48P-S,10.209.72.30/22
CHECU-LAN02,Active,MSD,CHECU,,,Switch (Access),Cisco,WS-C3750X-48P-S,10.209.72.31/22
CHECU-LAN03 (1),Active,MSD,CHECU,,,Switch (Access),Cisco,WS-C3750X-48P-S,10.209.72.32/22
CHECU-LAN03 (2),Active,MSD,CHECU,,,Switch (Access),Cisco,WS-C3750X-24P-S,10.209.72.32/22
CHECU-LAN06 (1),Active,MSD,CHECU,,,Switch (Access),Cisco,WS-C3750X-48P-S,10.33.56.130/25
CHECU-LAN06 (2),Active,MSD,CHECU,,,Switch (Access),Cisco,WS-C3750X-48T-S,10.33.56.130/25
CHECU-LAN08 (1),Active,MSD,CHECU,,,Switch (Access),Cisco,WS-C3750X-48P-S,10.209.72.37/22
CHECU-LAN08 (2),Active,MSD,CHECU,,,Switch (Access),Cisco,WS-C3750X-48P-S,10.209.72.37/22
CHECU-WLC01,Active,MSD,CHECU,,,Wireless LAN Controller,Cisco,AIR-CT5508-25-K9,10.209.72.40/22
CHECU-FW01,Active,MSD,CHECU,,,Firewall,Fortinet,FGT_500D,10.209.72.5/22
CHLEN-A-LAN03,Active,DSD,CHLEN,,,Switch (Access),Cisco,WS-C4510R+E,10.29.247.4/24
CHLEN-A-LAN04,Active,DSD,CHLEN,,,Switch (Access),Cisco,WS-C4510R+E,10.29.247.5/24
CHLEN-A-LAN02,Active,DSD,CHLEN,,,Switch (Access),Cisco,WS-C4510R+E,10.29.247.2/24
CHLEN-A-LAN08 (1),Active,DSD,CHLEN,,,Switch (Access),Cisco,WS-C3750G-48PS-E,10.29.247.31/24
CHLEN-A-LAN08 (2),Active,DSD,CHLEN,,,Switch (Access),Cisco,WS-C3750G-48PS-E,10.29.247.31/24
EUCHLGNSIM,Active,DSD,CHLEN,,,Switch (Access),Cisco,WS-C3560CX-12PC-S,10.29.247.21/24
EUCHLGNSIM2,Active,DSD,CHLEN,,,Switch (Access),Cisco,WS-C3560CX-12PC-S,10.29.247.22/24
LGN-TF-Mgmt,Active,DSD,CHLEN,,,Switch (Access),Cisco,cisco WS-C3650-48TS,10.29.1.2/26
LGN-TF-Core (1),Active,DSD,CHLEN,,,Switch (Core),Cisco,C6880-X-LE,10.29.0.253/32
LGN-TF-Core (2),Active,DSD,CHLEN,,,Switch (Core),Cisco,C6880-X-LE,10.29.0.253/32
CHLEN-A-LAN06,Active,DSD,CHLEN,,,Switch (Access),Cisco,C9300-48UXM,10.29.247.7/24
LGN000AASW513,Active,DSD,CHLEN,,,Switch (Access),Cisco,IE-4000-16GT4G-E,10.29.247.113/24
LGN000AASW509,Active,DSD,CHLEN,,,Switch (Access),Cisco,IE-4000-16GT4G-E,10.29.247.109/24
LGN000AASW510,Active,DSD,CHLEN,,,Switch (Access),Cisco,IE-4000-16GT4G-E,10.29.247.110/24
LGN000DASW511,Active,DSD,CHLEN,,,Switch (Access),Cisco,IE-4000-16GT4G-E,10.29.247.111/24
LGN000AASW505,Active,DSD,CHLEN,,,Switch (Access),Cisco,IE-4000-16GT4G-E,10.29.247.105/24
LGN000AASW508,Active,DSD,CHLEN,,,Switch (Access),Cisco,IE-4000-16GT4G-E,10.29.247.108/24
LGN000AASW507,Active,DSD,CHLEN,,,Switch (Access),Cisco,IE-4000-16GT4G-E,10.29.247.107/24
LGN000AASW504,Active,DSD,CHLEN,,,Switch (Access),Cisco,IE-4000-16GT4G-E,10.29.247.104/24
LGN000AASW503,Active,DSD,CHLEN,,,Switch (Access),Cisco,IE-4000-16GT4G-E,10.29.247.103/24
LGN000AASW500,Active,DSD,CHLEN,,,Switch (Access),Cisco,IE-4000-16GT4G-E,10.29.247.100/24
LGN000AASW501,Active,DSD,CHLEN,,,Switch (Access),Cisco,IE-4000-16GT4G-E,10.29.247.101/24
LGN000AASW502,Active,DSD,CHLEN,,,Switch (Access),Cisco,IE-4000-16GT4G-E,10.29.247.102/24
LGN000AASW506,Active,DSD,CHLEN,,,Switch (Access),Cisco,IE-4000-16GT4G-E,10.29.247.106/24
CHREI-LAN08,Active,CMD,CHREI,,,Switch (Access),Cisco,WS-C2960X-48FPD-L,10.210.154.16/24
CHREI-LAN01 (1),Active,CMD,CHREI,,,Switch (Core),Cisco,WS-C3650-48PD,10.32.4.33/27
CHREI-LAN01 (2),Active,CMD,CHREI,,,Switch (Core),Cisco,WS-C3650-48PD,10.32.4.33/27
CHREI-LAN01 (3),Active,CMD,CHREI,,,Switch (Core),Cisco,WS-C3650-48PD,10.32.4.33/27
CHREI-LAN01 (4),Active,CMD,CHREI,,,Switch (Core),Cisco,WS-C3650-48PD,10.32.4.33/27
CHREI-LAN02,Active,CMD,CHREI,,,Switch (Access),Cisco,WS-C3650-48PD,10.210.154.11/24
CHREI-LAN07,Active,CMD,CHREI,,,Switch (Access),Cisco,WS-C3560G-24PS-S,10.210.154.10/24
CHREI-LAN04,Active,CMD,CHREI,,,Switch (Access),Cisco,WS-C3560G-24PS-S,10.33.30.7/24
CHREI-LAN06,Active,CMD,CHREI,,,Switch (Access),Cisco,WS-C3560G-24PS-S,10.210.154.7/24
CNBJ1-CS01 (1),Active,CTD,CNBJ1,,,Switch (Core),Cisco,C9200L-48P-4X,10.68.159.129/25
CNBJ1-CS01 (2),Active,CTD,CNBJ1,,,Switch (Core),Cisco,C9200L-48P-4X,10.68.159.129/25
CNBJ1-CS01 (3),Active,CTD,CNBJ1,,,Switch (Core),Cisco,C9200L-48P-4X,10.68.159.129/25
CNBJ1-CS01 (4),Active,CTD,CNBJ1,,,Switch (Core),Cisco,C9200L-48P-4X,10.68.159.129/25
CNBJ1-LAN01,Active,CTD,CNBJ1,,,Switch (Access),Cisco,C9200L-48P-4X,10.68.159.130/25
CNBJ1-ECV-01,Active,CTD,CNBJ1,,,Silver Peak SD-WAN,Aruba,EC-V,10.255.202.20/32
CNBJ2-CS01 (1),Active,MBD,CNBJ2,,,Switch (Core),Cisco,WS-C3650-24PS,10.68.0.65/26
CNBJ2-CS01 (2),Active,MBD,CNBJ2,,,Switch (Core),Cisco,WS-C3650-24PS,10.68.0.65/26
CNBJ7-CS01,Active,CMD,CNBJ7,,,Switch (Core),Cisco,WS-C3650-48PD,10.68.162.65/27
CNBJ7-LAN01,Active,CMD,CNBJ7,,,Switch (Access),Cisco,C9200L-48P-4X,10.68.162.66/27
CNBJ7-LAN02,Active,CMD,CNBJ7,,,Switch (Access),Cisco,C9200L-48P-4X,10.68.162.67/27
CNBJO-LAN06 (1),Active,CMD,CNBJO,,,Switch (Access),Cisco,WS-C2960X-48FPS-L,10.69.32.135/25
CNBJO-LAN06 (2),Active,CMD,CNBJO,,,Switch (Access),Cisco,WS-C2960X-48FPS-L,10.69.32.135/25
CNBJO-LAN02 (1),Active,CMD,CNBJO,,,Switch (Access),Cisco,WS-C2960X-48FPS-L,10.69.32.131/25
CNBJO-LAN02 (2),Active,CMD,CNBJO,,,Switch (Access),Cisco,WS-C2960X-48FPS-L,10.69.32.131/25
CNBJO-LAN07,Active,CMD,CNBJO,,,Switch (Access),Cisco,WS-C3650-48PD,10.69.32.136/25
CNBJO-LAN03 (1),Active,CMD,CNBJO,,,Switch (Access),Cisco,WS-C3650-48PD,10.69.32.132/25
CNBJO-LAN03 (2),Active,CMD,CNBJO,,,Switch (Access),Cisco,WS-C3650-48PD,10.69.32.132/25
CNBJO-LAN04 (1),Active,CMD,CNBJO,,,Switch (Access),Cisco,WS-C3650-48PD,10.69.32.133/25
CNBJO-LAN04 (2),Active,CMD,CNBJO,,,Switch (Access),Cisco,WS-C3650-48PD,10.69.32.133/25
CNBJO-LAN05 (1),Active,CMD,CNBJO,,,Switch (Access),Cisco,WS-C3650-48PD,10.69.32.134/25
CNBJO-CS01 (1),Active,CMD,CNBJO,,,Switch (Core),Cisco,C9300-24T,10.69.32.129/25
CNBJO-CS01 (2),Active,CMD,CNBJO,,,Switch (Core),Cisco,C9300-24T,10.69.32.129/25
CNBJO-ECV-01,Active,CMD,CNBJO,,,Silver Peak SD-WAN,Aruba,EC-V,10.255.202.27/32
CNCD1-CS01,Active,LPG,CNCD1,,,Switch (Core),Cisco,C9200L-24P-4X,10.68.30.17/28
CNCD1-ECV-01,Active,LPG,CNCD1,,,Silver Peak SD-WAN,Aruba,EC-V,10.255.202.5/32
CNCD2-CS01 (1),Active,LPG,CNCD2,,,Switch (Core),Cisco,C9300L-24P-4X,10.68.20.33/27
CNCD2-CS01 (2),Active,LPG,CNCD2,,,Switch (Core),Cisco,C9300L-24P-4X,10.68.20.33/27
CNCD2-ECV-01,Active,LPG,CNCD2,,,Silver Peak SD-WAN,Aruba,EC-V,10.255.202.52/32
CNCDO-LAN01 (1),Active,CMD,CNCDO,,,Switch (Core),Cisco,WS-C2960X-48FPS-L,10.68.152.65/27
CNCDO-LAN01 (2),Active,CMD,CNCDO,,,Switch (Core),Cisco,WS-C2960X-48FPS-L,10.68.152.65/27
CNCDO-ECV-01,Active,CMD,CNCDO,,,Silver Peak SD-WAN,Aruba,EC-V,10.255.202.29/32
CNGZ1-LAN01 (1),Active,GSD,CNGZ1,,,Switch (Access),Cisco,WS-C2960X-48FPD-L,10.69.0.66/26
CNGZ1-LAN01 (2),Active,GSD,CNGZ1,,,Switch (Access),Cisco,WS-C2960X-48FPD-L,10.69.0.66/26
CNGZ1-LAN01 (3),Active,GSD,CNGZ1,,,Switch (Access),Cisco,WS-C2960X-48FPD-L,10.69.0.66/26
CNGZ1-LAN02 (1),Active,GSD,CNGZ1,,,Switch (Access),Cisco,WS-C2960X-48FPD-L,10.69.0.67/26
CNGZ1-LAN02 (2),Active,GSD,CNGZ1,,,Switch (Access),Cisco,WS-C2960X-48FPD-L,10.69.0.67/26
CNGZ1-LAN02 (3),Active,GSD,CNGZ1,,,Switch (Access),Cisco,WS-C2960X-48FPD-L,10.69.0.67/26
CNGZ1-LAN02 (4),Active,GSD,CNGZ1,,,Switch (Access),Cisco,WS-C2960X-48FPD-L,10.69.0.67/26
CNGZ1-CS01 (1),Active,GSD,CNGZ1,,,Switch (Core),Cisco,WS-C3850-24U-E,10.69.0.65/26
CNGZ1-CS01 (2),Active,GSD,CNGZ1,,,Switch (Core),Cisco,WS-C3850-24U-E,10.69.0.65/26
CNGZ1-ECV-01,Active,GSD,CNGZ1,,,Silver Peak SD-WAN,Aruba,EC-V,10.255.202.46/32
CNGZ1-ECV-02,Active,GSD,CNGZ1,,,Silver Peak SD-WAN,Aruba,EC-V,10.255.202.47/32
CNGZ3-CS01 (1),Active,BID,CNGZ3,,,Switch (Core),Cisco,WS-C3650-48PD,10.144.1.20/25
CNGZ3-CS01 (2),Active,BID,CNGZ3,,,Switch (Core),Cisco,WS-C3650-48PD,10.144.1.20/25
CNGZ3-LAN04,Active,BID,CNGZ3,,,Switch (Access),Cisco,WS-C3650-48PD,10.144.1.24/25
CNGZ3-LAN01,Active,BID,CNGZ3,,,Switch (Access),Cisco,C9200L-48P-4X,10.144.1.21/25
CNGZ3-LAN02,Active,BID,CNGZ3,,,Switch (Access),Cisco,C9200L-48P-4X,10.144.1.22/25
CNGZ3-LAN05,Active,BID,CNGZ3,,,Switch (Access),Cisco,C9200L-48P-4X,10.144.1.29/25
CNGZ3-ECV-01,Active,BID,CNGZ3,,,Silver Peak SD-WAN,Aruba,EC-V,10.255.202.22/32
CNGZ3-ECV-02,Active,BID,CNGZ3,,,Silver Peak SD-WAN,Aruba,EC-V,10.255.202.23/32
CNGZ4-CS01,Active,IES,CNGZ4,,,Switch (Core),Cisco,C9200L-24P-4X,10.68.31.17/28
CNGZ4-ECV-01,Active,IES,CNGZ4,,,Silver Peak SD-WAN,Aruba,EC-V,10.255.202.10/32
CNHK5-LAN03 (1),Active,GSD,CNHK5,,,Switch (Access),Cisco,WS-C2960X-48FPS-L,10.69.80.6/26
CNHK5-LAN03 (2),Active,GSD,CNHK5,,,Switch (Access),Cisco,WS-C2960X-48FPS-L,10.69.80.6/26
CNHK5-LAN01 (1),Active,GSD,CNHK5,,,Switch (Access),Cisco,WS-C3650-48PD,10.69.80.4/26
CNHK5-LAN01 (2),Active,GSD,CNHK5,,,Switch (Access),Cisco,WS-C3650-48PD,10.69.80.4/26
CNHK5-LAN02 (1),Active,GSD,CNHK5,,,Switch (Access),Cisco,WS-C3650-48PD,10.69.80.5/26
CNHK5-LAN02 (2),Active,GSD,CNHK5,,,Switch (Access),Cisco,WS-C3650-48PD,10.69.80.5/26
CNHK5-LAN02 (3),Active,GSD,CNHK5,,,Switch (Access),Cisco,WS-C3650-48PD,10.69.80.5/26
CNHK5-CS01 (1),Active,GSD,CNHK5,,,Switch (Core),Cisco,C9300-24T,10.69.80.1/26
CNHK5-CS01 (2),Active,GSD,CNHK5,,,Switch (Core),Cisco,C9300-24T,10.69.80.1/26
CNHK3-P2P-01,Active,CAD,CNHK3,,,Router (DMVPN),Cisco,ISR4331/K9,10.68.131.1/25
CNHK5-P2P-01,Active,CAD,CNHK5,,,Router (undefined),Cisco,ISR4331/K9,10.68.130.2/31
CNHK7-LAN01 (1),Active,IES,CNHK7,,,Switch (Core),Cisco,WS-C2960X-48FPS-L,10.68.132.2/27
CNHK7-LAN01 (2),Active,IES,CNHK7,,,Switch (Core),Cisco,WS-C2960X-48FPS-L,10.68.132.2/27
CNHK7-P2P-01,Active,IES,CNHK7,,,Router (DMVPN),Cisco,ISR4331/K9,10.68.132.1/27
CNHK6-CS01,Active,LPG,CNHK6,,,Switch (Core),Cisco,C9300L-48P-4X,10.68.168.17/28
CNHK6-LAN01,Active,LPG,CNHK6,,,Switch (Access),Cisco,C9200L-24P-4X,10.68.168.20/28
CNHK6-DMVPN01,Active,LPG,CNHK6,,,Router (DMVPN),Cisco,cisco ISR4331/K9,10.255.138.5/32
CNJNO-CS01,Active,CMD,CNJNO,,,Switch (Core),Cisco,WS-C2960X-24PS-L,10.68.28.65/27
CNNJO-CORE01,Active,SDG,CNNJO,,,Switch (Core),Cisco,C9200L-48P-4X,10.68.224.129/25
CNNJO-ECV-01,Active,SDG,CNNJO,,,Silver Peak SD-WAN,Aruba,EC-V,10.255.202.41/32
CNSH1-LAN02,Active,LPD,CNSH1,,,Switch (Access),Cisco,WS-C2960X-24PS-L,10.68.94.35/28
CNSHF-F-CS01.thermofisher.com (2),Active,LPD,CNSHF,,,Switch (Core),Cisco,WS-C3850-32XS-E,10.68.64.100/27
CNSH1-CORE01 (1),Active,LPD,CNSH1,,,Switch (Core),Cisco,WS-C3850-24XS,10.68.94.33/28
CNSH1-CORE01 (2),Active,LPD,CNSH1,,,Switch (Core),Cisco,WS-C3850-24XS,10.68.94.33/28
CNSH5-CS01 (1),Active,LPD,CNSH5,,,Switch (Core),Cisco,WS-C3650-48PS,10.142.8.1/25
CNSH5-CS01 (2),Active,LPD,CNSH5,,,Switch (Core),Cisco,WS-C3650-48PS,10.142.8.1/25
CNSH5-LAN02,Active,LPD,CNSH5,,,Switch (Core),Cisco,WS-C3650-48PD,10.142.8.12/25
