hostname,device_type,host,username,password,secret,port
BEGOS-ECV-01,generic,10.255.192.70,,,,22
BEGOS-ECV-02,generic,10.255.192.71,,,,22
USGRI-AS-92 (1),cisco_ios,10.11.192.92,,,,22
USPG2-IDF2A (3),cisco_ios,10.167.65.21,,,,22
NZAUC-ECV-01,generic,10.255.200.121,,,,22
NZAUC-ECV-02,generic,10.255.200.122,,,,22
FRBOU-ECV-01,generic,10.255.192.51,,,,22
FRBOU-ECV-02,generic,10.255.192.52,,,,22
KRSE2-ECV-02,generic,10.255.200.219,,,,22
DEREG-LAN03,cisco_ios,10.8.68.4,,,,22
DEREG-LAN04,cisco_ios,10.8.68.5,,,,22
DEREG-CS01 (1),cisco_ios,10.8.64.1,,,,22
DEREG-CS01 (2),cisco_ios,10.8.64.1,,,,22
DEREG-LAN01 (1),cisco_ios,10.8.68.2,,,,22
DEREG-LAN01 (2),cisco_ios,10.8.68.2,,,,22
DEREG-LAN01 (3),cisco_ios,10.8.68.2,,,,22
DEREG-LAN01 (4),cisco_ios,10.8.68.2,,,,22
DEREG-LAN02,cisco_ios,10.8.68.3,,,,22
DEREG-LAN05,cisco_ios,10.8.68.6,,,,22
FRLES-ECV-01,generic,10.255.192.62,,,,22
FRLES-ECV-02,generic,10.255.192.63,,,,22
ITFER-ECV-01,generic,10.255.192.55,,,,22
ITFER-ECV-02,generic,10.255.192.56,,,,22
NZCHC-ECV-01,generic,10.255.200.124,,,,22
NZCHC-ECV-02,generic,10.255.200.125,,,,22
JPTOK01-CS01 (1),cisco_ios,10.67.80.193,,,,22
JPTOK01-CS01 (2),cisco_ios,10.67.80.193,,,,22
JPTOK01-ECV-01,generic,10.255.200.152,,,,22
UKHOR-CS01,arista_eos,10.156.28.142,,,,22
UKHOR-TOR01,arista_eos,10.156.28.148,,,,22
UKHOR-CS-EXT-01 (1),cisco_ios,10.156.28.147,,,,22
UKHOR-CS-EXT-01 (2),cisco_ios,10.156.28.147,,,,22
UKHOR-CS-EXT-01 (3),cisco_ios,10.156.28.147,,,,22
AUTOL-ECV-01,generic,10.255.200.116,,,,22
INPU3-ECV-01,generic,10.255.200.56,,,,22
INPU3-ECV-02,generic,10.255.200.57,,,,22
UKMKE-CS-01 (1),cisco_ios,10.35.142.65,,,,22
UKMKE-CS-01 (2),cisco_ios,10.35.142.65,,,,22
NLGRO-ECV-01,generic,10.255.192.66,,,,22
KRDJ4-OM-01,generic,10.67.29.13,,,,22
NLBLE03-ECV-02,generic,10.255.192.40,,,,22
NLBLE03-CS01,arista_eos,10.115.160.8,,,,22
NLBLE03-ECV-01,generic,10.255.192.39,,,,22
NLBLE03-LAN02-IDF (1),cisco_ios,10.115.160.12,,,,22
NLBLE03-MERA-FW02,fortinet,10.115.160.13,,,,22
NLBLE03-CS02,arista_eos,10.115.160.9,,,,22
NLLEI02-ECV-01,generic,10.255.192.78,,,,22
NLLEI02-CS01 (1),cisco_ios,10.115.84.1,,,,22
NLLEI02-CS01 (2),cisco_ios,10.115.84.1,,,,22
NLLEI02-AS-01,cisco_ios,10.115.84.10,,,,22
USFMT-1-WLC01,cisco_ios,10.166.0.137,,,,22
USSC2-CS01 (1),cisco_ios,10.166.192.1,,,,22
USSC2-CS01 (2),cisco_ios,10.166.192.1,,,,22
USSC2-CS01 (3),cisco_ios,10.166.192.1,,,,22
USSC2-CS01 (4),cisco_ios,10.166.192.1,,,,22
USSC2-CS01 (5),cisco_ios,10.166.192.1,,,,22
NLTIL-CS02,arista_eos,10.5.90.3,,,,22
DEKAR-L-GF-AS01,cisco_ios,10.115.64.9,,,,22
DEKAR-ECV-01,generic,10.115.64.12,,,,22
DEKAR-ECV-02,generic,10.115.64.14,,,,22
ITSEG01-CS01,arista_eos,10.115.104.2,,,,22
ITSEG01-AS-03 (1),cisco_ios,10.115.104.13,,,,22
ITSEG01-AS-03 (2),cisco_ios,10.115.104.13,,,,22
ITSEG01-AS-03 (3),cisco_ios,10.115.104.13,,,,22
ITSEG01-AS-05 (1),cisco_ios,10.115.104.15,,,,22
ITSEG01-AS-05 (2),cisco_ios,10.115.104.15,,,,22
ITSEG01-AS-05 (3),cisco_ios,10.115.104.15,,,,22
ITSEG01-CS02,arista_eos,10.115.104.3,,,,22
ITSEG01-AS-01 (1),cisco_ios,10.115.104.11,,,,22
ITSEG01-AS-01 (2),cisco_ios,10.115.104.11,,,,22
ITSEG01-AS-01 (3),cisco_ios,10.115.104.11,,,,22
ITSEG01-AS-04 (1),cisco_ios,10.115.104.14,,,,22
ITSEG01-AS-04 (2),cisco_ios,10.115.104.14,,,,22
ITSEG01-AS-04 (3),cisco_ios,10.115.104.14,,,,22
ITSEG01-AS-07 (1),cisco_ios,10.115.104.17,,,,22
ITSEG01-AS-07 (2),cisco_ios,10.115.104.17,,,,22
ITSEG01-ECV-01,generic,10.255.192.60,,,,22
SGSI10-A-L1-LAN01 (1),cisco_ios,10.82.160.150,,,,22
SGSI10-A-L1-LAN01 (2),cisco_ios,10.82.160.150,,,,22
SGSI10-A-L1-LAN01 (3),cisco_ios,10.82.160.150,,,,22
SGSI10-A-L1-LAN01 (4),cisco_ios,10.82.160.150,,,,22
SGSI10-B-L1-LAN05 (1),cisco_ios,10.82.160.154,,,,22
SGSI10-B-L1-LAN05 (2),cisco_ios,10.82.160.154,,,,22
SGSI10-B-L1-LAN05 (3),cisco_ios,10.82.160.154,,,,22
SGSI10-B-L1-LAN05 (4),cisco_ios,10.82.160.154,,,,22
SGSI10-B-L1-LAN05 (5),cisco_ios,10.82.160.154,,,,22
USPLN-WLC-02,cisco_ios,10.167.193.4,,,,22
USPLN-WLC-01,cisco_ios,10.167.192.164,,,,22
DEWE2-ECV-01,generic,10.255.192.64,,,,22
DEWE2-ECV-02,generic,10.255.192.65,,,,22
SGSI10-A-L1-MFG-LAN02 (1),cisco_ios,10.82.160.151,,,,22
SGSI10-A-L1-MFG-LAN02 (2),cisco_ios,10.82.160.151,,,,22
SGSI10-A-L1-MFG-LAN02 (3),cisco_ios,10.82.160.151,,,,22
SGSI10-B-L1-MFG-LAN06 (1),cisco_ios,10.82.160.155,,,,22
SGSI10-B-L1-MFG-LAN06 (2),cisco_ios,10.82.160.155,,,,22
SGSI10-B-L3-LAN07 (1),cisco_ios,10.82.160.156,,,,22
SGSI10-B-L3-LAN07 (2),cisco_ios,10.82.160.156,,,,22
SGSI10-B-L3-LAN07 (3),cisco_ios,10.82.160.156,,,,22
SGSI10-B-L3-LAN07 (4),cisco_ios,10.82.160.156,,,,22
SGSI10-B-L3-LAN07 (5),cisco_ios,10.82.160.156,,,,22
SGSI10-GH-LAN11,cisco_ios,10.82.160.164,,,,22
SGSI10-B-L3-MFG-LAN08 (1),cisco_ios,10.82.160.157,,,,22
SGSI10-B-L3-MFG-LAN08 (2),cisco_ios,10.82.160.157,,,,22
SGSI10-B-L3-MFG-LAN08 (3),cisco_ios,10.82.160.157,,,,22
SGSI10-B-L3-MFG-LAN08 (4),cisco_ios,10.82.160.157,,,,22
STRATIX_COMBI_1,cisco_ios,10.82.180.56,,,,22
SGSI10-OM-02,generic,10.82.161.6,,,,22
STRATIX_COMBI_2,cisco_ios,10.82.180.62,,,,22
USLEX03-CS01-3,cisco_ios,10.162.88.1,,,,22
USLEX03-CS01-2,cisco_ios,10.162.88.1,,,,22
USLEX03-CS01-1,cisco_ios,10.162.88.1,,,,22
USVA1-CS01 (1),cisco_ios,10.160.70.65,,,,22
USVA1-CS01 (2),cisco_ios,10.160.70.65,,,,22
USVA1-CS01 (3),cisco_ios,10.160.70.65,,,,22
USVA1-CS01 (4),cisco_ios,10.160.70.65,,,,22
USVA1-LAN01,cisco_ios,10.160.70.66,,,,22
USVA1-ECV-01,generic,10.255.196.46,,,,22
USPGH-OM-02,generic,10.0.18.18,,,,22
USGRI-AS-92 (2),cisco_ios,10.11.192.92,,,,22
USGRI-AS-92 (3),cisco_ios,10.11.192.92,,,,22
USGRI-AS-92 (4),cisco_ios,10.11.192.92,,,,22
USGRE-B52-FL1-LAN01,cisco_ios,10.60.98.207,,,,22
USGRE-B52-FL1-LAN02,cisco_ios,10.60.98.208,,,,22
USGRE-B52-FL2-LAN01,cisco_ios,10.60.98.208,,,,22
CHALL-002-CS01,arista_eos,10.156.1.100,,,,22
CHALL-002-CS02,arista_eos,10.156.1.120,,,,22
BESEN02-CS01 (2),cisco_ios,10.116.160.1,,,,22
CHALL-9-AS-GF-01,cisco_ios,10.32.40.178,,,,22
DEGER-ECV-01,generic,10.255.192.68,,,,22
DEGER-ECV-02,generic,10.255.192.69,,,,22
INM02-DMVPN01,cisco_ios,10.255.144.68,,,,22
USBRW-AS-IDF03 (1),cisco_ios,10.161.116.49,,,,22
USBRW-AS-IDF03 (2),cisco_ios,10.161.116.49,,,,22
USBRW-AS-IDF04 (1),cisco_ios,10.161.116.36,,,,22
USBRW-AS-IDF04 (2),cisco_ios,10.161.116.36,,,,22
USBRW-AS-IDF06,cisco_ios,10.161.116.38,,,,22
USBRW-CS01,arista_eos,10.161.116.34,,,,22
USBRW-AS-IDF02 (1),cisco_ios,10.161.116.48,,,,22
USBRW-AS-IDF02 (2),cisco_ios,10.161.116.48,,,,22
USBRW-AS-IDF07,cisco_ios,10.161.116.46,,,,22
USBRW-CS02,arista_eos,10.161.116.35,,,,22
USFRK-LAN06 (4),cisco_ios,10.175.252.69,,,,22
AUSCO-LAN05.thermofisher.com (1),cisco_ios,10.70.3.168,,,,22
AUSCO-LAN04.thermofisher.com,cisco_ios,10.70.3.164,,,,22
AUSCO-LAN03.thermofisher.com,cisco_ios,10.70.3.170,,,,22
AUSCO-LAN05.thermofisher.com (2),cisco_ios,10.70.3.168,,,,22
CZPR1-CS01,cisco_ios,10.35.157.1,,,,22
USPLE-6085-AS-1101-1 (3),cisco_ios,172.19.15.20,,,,22
PRMAN-AS-FIN-01.thermofisher.com,cisco_ios,10.166.56.15,,,,22
PRMAN-AS-DC-01.thermofisher.com,cisco_ios,10.166.56.30,,,,22
INHY1-LAN03 (3),cisco_ios,10.96.44.36,,,,22
USWAL-LAN-3F1 (1),cisco_ios,10.165.64.77,,,,22
USWAL-LAN-3F1 (2),cisco_ios,10.165.64.77,,,,22
USWAL-LAN-3F1 (3),cisco_ios,10.165.64.77,,,,22
USWAL-LAN-3F1 (4),cisco_ios,10.165.64.77,,,,22
USWAL-LAN-3F1 (5),cisco_ios,10.165.64.77,,,,22
USWAL-LAN-3F2 (1),cisco_ios,10.165.64.78,,,,22
USWAL-LAN-3F2 (2),cisco_ios,10.165.64.78,,,,22
USWAL-LAN-3F2 (3),cisco_ios,10.165.64.78,,,,22
USWAL-LAN-3F2 (4),cisco_ios,10.165.64.78,,,,22
USWAL-LAN-3F2 (5),cisco_ios,10.165.64.78,,,,22
USWAL-LAN-4F1-1,cisco_ios,10.165.64.79,,,,22
USWAL-LAN-4F1-2,cisco_ios,10.165.64.79,,,,22
USWAL-LAN-4F1-3,cisco_ios,10.165.64.79,,,,22
USWAL-LAN-4F1-4,cisco_ios,10.165.64.79,,,,22
USWAL-LAN-4F1-5,cisco_ios,10.165.64.79,,,,22
USWAL-LAN-4F2-1,cisco_ios,10.165.64.80,,,,22
USWAL-LAN-4F2-2,cisco_ios,10.165.64.80,,,,22
USWAL-LAN-4F2-3,cisco_ios,10.165.64.80,,,,22
USWAL-LAN-4F2-4,cisco_ios,10.165.64.80,,,,22
INHY1-ECV-01,generic,10.255.200.54,,,,22
INHY1-ECV-02,generic,10.255.200.55,,,,22
KRINC03-CS01 (1),cisco_ios,10.67.96.65,,,,22
USPGH-LABTS-01,cisco_ios,10.160.4.250,,,,22
USPGH-MGT-LAB01,cisco_ios,10.160.4.254,,,,22
UKEGR-ECV-02,generic,10.255.192.59,,,,22
UKEGR-ECV-01,generic,10.255.192.58,,,,22
FRBOU-LAN04 (3),cisco_ios,10.115.8.14,,,,22
USRC3-CS01,arista_eos,10.161.140.125,,,,22
USRC3-IDFF-LAN09,cisco_ios,10.161.140.124,,,,22
USRC3-IDFG-LAN10,cisco_ios,10.161.140.113,,,,22
USRC3-CS02,arista_eos,10.161.140.110,,,,22
INNAS-ECV-01,generic,10.255.200.58,,,,22
USBRW-AS-IDF01 (1),cisco_ios,10.161.116.42,,,,22
USBRW-AS-IDF01 (2),cisco_ios,10.161.116.42,,,,22
USBRW-AS-IDF01 (3),cisco_ios,10.161.116.42,,,,22
USPEA-CS01.thermofisher.com (1),cisco_ios,10.163.20.254,,,,22
USPEA-CS01.thermofisher.com (2),cisco_ios,10.163.20.254,,,,22
MYPEN-ECV01,generic,10.255.200.16,,,,22
USLEX03-ECV-01,generic,10.255.196.144,,,,22
DEBRE-LAN09,cisco_ios,10.112.157.140,,,,22
DEBRE-LAN13 (1),cisco_ios,10.112.157.144,,,,22
DEBRE-LAN13 (2),cisco_ios,10.112.157.144,,,,22
DEBRE-NB-LAN01 (1),cisco_ios,10.112.157.149,,,,22
DEBRE-NB-LAN01 (2),cisco_ios,10.112.157.149,,,,22
DEBRE-NB-LAN01 (3),cisco_ios,10.112.157.149,,,,22
DEBRE-IPS-LAN23 (1),cisco_ios,10.112.157.153,,,,22
DEBRE-IPS-LAN23 (2),cisco_ios,10.112.157.153,,,,22
DEBRE-LAN03 (1),cisco_ios,10.112.157.134,,,,22
DEBRE-LAN03 (2),cisco_ios,10.112.157.134,,,,22
DEBRE-NB-LAN07 (1),cisco_ios,10.112.157.157,,,,22
DEBRE-NB-LAN07 (2),cisco_ios,10.112.157.157,,,,22
DEBRE-LAN22.thermofisher.com,cisco_ios,10.112.157.148,,,,22
DEBRE-IPS-LAN24 (1),cisco_ios,10.112.157.154,,,,22
DEBRE-IPS-LAN24 (2),cisco_ios,10.112.157.154,,,,22
USWAL-LAN-1F2 (1),cisco_ios,10.165.64.83,,,,22
USWAL-LAN-2F2-1,cisco_ios,10.165.64.76,,,,22
USWAL-LAN-2F2-2,cisco_ios,10.165.64.76,,,,22
USWAL-LAN-2F2-3,cisco_ios,10.165.64.76,,,,22
USWAL-LAN-2F2-4,cisco_ios,10.165.64.76,,,,22
USWAL-OM-01,generic,10.108.47.59,,,,22
USWAL-LAN-1F1 (2),cisco_ios,10.165.64.74,,,,22
USWAL-LAN-1F1 (3),cisco_ios,10.165.64.74,,,,22
USWAL-LAN-1F1 (4),cisco_ios,10.165.64.74,,,,22
BESEN02-LAN01 (1),cisco_ios,10.116.160.2,,,,22
BESEN02-LAN01 (2),cisco_ios,10.116.160.2,,,,22
DEBRE-CS01,arista_eos,10.33.40.130,,,,22
DEBRE-CS02,arista_eos,10.33.40.177,,,,22
MXMTR-FW01,fortinet,10.164.176.195,,,,22
USGRE-B16-IDF1C-LAN01 (1),cisco_ios,10.60.98.164,,,,22
USGRE-B16-IDF1C-LAN01 (2),cisco_ios,10.60.98.164,,,,22
USGRE-B31-IDF2A-LAN01 (1),cisco_ios,10.60.98.170,,,,22
USGRE-B31-IDF2A-LAN01 (2),cisco_ios,10.60.98.170,,,,22
USGRE-B16-IDF4A-LAN01,cisco_ios,10.60.98.168,,,,22
USGRE-B16-IDF1A-LAN01 (1),cisco_ios,10.60.98.162,,,,22
USGRE-B16-IDF1A-LAN01 (2),cisco_ios,10.60.98.162,,,,22
USGRE-B16-DIST-01,arista_eos,10.60.98.128,,,,22
USGRE-903-GATE-LAN01,cisco_ios,10.60.98.23,,,,22
USGRE-B16-IDF2B-LAN01 (1),cisco_ios,10.60.98.165,,,,22
USGRE-B16-IDF2B-LAN01 (2),cisco_ios,10.60.98.165,,,,22
USGRE-B16-IDF2C-LAN01 (1),cisco_ios,10.60.98.166,,,,22
USGRE-B16-IDF2C-LAN01 (2),cisco_ios,10.60.98.166,,,,22
USGRE-B16-IDF1E-LAN01,cisco_ios,10.60.98.181,,,,22
USGRE-B16-IDF4B-LAN01 (1),cisco_ios,10.60.98.169,,,,22
USGRE-B16-IDF4B-LAN01 (2),cisco_ios,10.60.98.169,,,,22
USGRE-B16-IDF1B-LAN01 (1),cisco_ios,10.60.98.163,,,,22
USGRE-B16-IDF1B-LAN01 (2),cisco_ios,10.60.98.163,,,,22
USGRE-B16-IDF1D-LAN01 (1),cisco_ios,10.60.98.176,,,,22
USGRE-B16-IDF1D-LAN01 (2),cisco_ios,10.60.98.176,,,,22
USGRE-B16-IDF2A-LAN01 (1),cisco_ios,10.60.98.151,,,,22
USGRE-B16-IDF2A-LAN01 (2),cisco_ios,10.60.98.151,,,,22
USGRE-B16-IDF3B-LAN01,cisco_ios,10.60.98.145,,,,22
USGRE-B16-IDF2D-LAN01,cisco_ios,10.60.98.182,,,,22
USGRE-B16-DIST-02,arista_eos,10.60.98.129,,,,22
USGRE-B7-IDF1A-LAN01,cisco_ios,10.60.98.184,,,,22
USMBG-RS-LAN11 (1),cisco_ios,10.164.160.11,,,,22
USMBG-RS-LAN11 (2),cisco_ios,10.164.160.11,,,,22
USMBG-RS-LAN11 (3),cisco_ios,10.164.160.11,,,,22
USMBG-RS-LAN11 (4),cisco_ios,10.164.160.11,,,,22
USMBG-CS-01,arista_eos,10.164.159.2,,,,22
USMBG-RS-LAN05 (1),cisco_ios,10.164.160.5,,,,22
USMBG-RS-LAN05 (2),cisco_ios,10.164.160.5,,,,22
CAMI1-LAN08-02,cisco_ios,10.40.67.25,,,,22
USCA2-105-4F-LAN01 (1),cisco_ios,10.166.64.145,,,,22
USCA2-105-4F-LAN01 (2),cisco_ios,10.166.64.145,,,,22
USCA2-105-4F-LAN01 (3),cisco_ios,10.166.64.145,,,,22
INHYD-CS01 (1),cisco_ios,10.96.20.33,,,,22
INHYD-CS01 (2),cisco_ios,10.96.20.33,,,,22
INHYD-CS01 (3),cisco_ios,10.96.20.33,,,,22
INHYD-CS01 (4),cisco_ios,10.96.20.33,,,,22
USRFD-IDFIT-AS01,cisco_ios,10.164.124.34,,,,22
DEBRE-DS-01 (1),cisco_ios,10.112.157.254,,,,22
DEBRE-DS-01 (2),cisco_ios,10.112.157.254,,,,22
DEBRE-NB-LAN02.thermofisher.com (1),cisco_ios,10.112.157.160,,,,22
DEBRE-NB-LAN02.thermofisher.com (2),cisco_ios,10.112.157.160,,,,22
DEBRE-LAN24,cisco_ios,10.112.157.159,,,,22
DEBRE-NB-LAN03 (1),cisco_ios,10.112.157.150,,,,22
DEBRE-NB-LAN03 (2),cisco_ios,10.112.157.150,,,,22
DEBRE-NB-LAN03 (3),cisco_ios,10.112.157.150,,,,22
DEBRE-NB-LAN04 (1),cisco_ios,10.112.157.151,,,,22
DEBRE-NB-LAN04 (2),cisco_ios,10.112.157.151,,,,22
DEBRE-NB-LAN04 (3),cisco_ios,10.112.157.151,,,,22
DEBRE-NB-LAN05 (1),cisco_ios,10.112.157.152,,,,22
DEBRE-NB-LAN05 (2),cisco_ios,10.112.157.152,,,,22
DEBRE-NB-LAN05 (3),cisco_ios,10.112.157.152,,,,22
DEBRE-NB-LAN06 (1),cisco_ios,10.112.157.156,,,,22
DEBRE-NB-LAN06 (2),cisco_ios,10.112.157.156,,,,22
CZBRN-CS02,arista_eos,10.170.1.3,,,,22
CZBRN-TOR02,arista_eos,10.170.65.192,,,,22
CZBRN-CS-EXT-02 (1),cisco_ios,10.170.65.194,,,,22
CZBRN-CS-EXT-02 (2),cisco_ios,10.170.65.194,,,,22
CZBRN-OM-01,generic,10.170.65.130,,,,22
CZBRN-AS-D2M5-02 (1),cisco_ios,10.170.65.127,,,,22
CZBRN-AS-D2M5-02 (2),cisco_ios,10.170.65.127,,,,22
CZBRN-AS-D2M5-02 (3),cisco_ios,10.170.65.127,,,,22
CZBRN-AS-D2M5-02 (4),cisco_ios,10.170.65.127,,,,22
CZBRN-AS-D2M8-01 (1),cisco_ios,10.170.65.131,,,,22
CZBRN-AS-D2M8-01 (2),cisco_ios,10.170.65.131,,,,22
CZBRN-AS-D2M8-01 (3),cisco_ios,10.170.65.131,,,,22
CZBRN-AS-D2M8-01 (4),cisco_ios,10.170.65.131,,,,22
CZBRN-CS01,arista_eos,10.170.1.2,,,,22
CZBRN-TOR01,arista_eos,10.170.65.191,,,,22
CZBRN-CS-EXT-01 (1),cisco_ios,10.170.65.193,,,,22
CZBRN-CS-EXT-01 (2),cisco_ios,10.170.65.193,,,,22
vtbrno_pec,generic,10.170.8.11,,,,22
BerkaSDPGateway,generic,10.170.60.26,,,,22
USWAL-LAN-2F2-5,cisco_ios,10.165.64.76,,,,22
USWAL-LAN-2F1-1,cisco_ios,10.165.64.75,,,,22
USWAL-LAN-2F1-2,cisco_ios,10.165.64.75,,,,22
USWAL-LAN-2F1-3,cisco_ios,10.165.64.75,,,,22
USWAL-LAN-2F1-4,cisco_ios,10.165.64.75,,,,22
USWAL-LAN-2F1-5,cisco_ios,10.165.64.75,,,,22
USFL1-CS01,arista_eos,10.38.0.2,,,,22
USFL1-LAN-01-M1,cisco_ios,10.38.2.17,,,,22
USFL1-LAN-01-M3 (1),cisco_ios,10.38.2.4,,,,22
USFL1-LAN-01-M3 (2),cisco_ios,10.38.2.4,,,,22
USFL1-LAN-01-EHS,cisco_ios,10.38.2.7,,,,22
USFL1-LAN-01-QC,cisco_ios,10.38.2.15,,,,22
USFL1-LAN-01-CF,cisco_ios,10.38.2.5,,,,22
USFL1-ECV-01,generic,10.255.196.156,,,,22
USFL1-CS02,arista_eos,10.38.0.3,,,,22
USFL1-LAN-01-M2 (1),cisco_ios,10.38.2.11,,,,22
USFL1-LAN-01-M2 (2),cisco_ios,10.38.2.11,,,,22
USFL1-LAN-01-M2 (3),cisco_ios,10.38.2.11,,,,22
USFL1-LAN-01-MDF,cisco_ios,10.38.2.14,,,,22
USFL1-LAN-01-LR,cisco_ios,10.38.2.6,,,,22
USFL1-LAN-01-FR,cisco_ios,10.38.2.12,,,,22
CAWIT-LAN-21,cisco_ios,10.169.96.41,,,,22
CAWIT-LAN-22,cisco_ios,10.169.96.42,,,,22
CAWIT-LAN-23,cisco_ios,10.169.96.43,,,,22
CAWIT-MERA-FW01,generic,10.169.96.50,,,,22
SGSI11-TOR01,arista_eos,10.130.0.100,,,,22
FRSTR-ECV-01,generic,10.255.192.45,,,,22
FRSTR-CS01 (1),cisco_ios,10.112.84.1,,,,22
FRSTR-CS01 (2),cisco_ios,10.112.84.1,,,,22
USBED-ECV-01,generic,10.255.196.136,,,,22
USBED-ECV-02,generic,10.255.196.137,,,,22
USPG2-IDF2B (1),cisco_ios,10.167.65.22,,,,22
USPG2-IDF2B (2),cisco_ios,10.167.65.22,,,,22
USPG2-IDF2B (3),cisco_ios,10.167.65.22,,,,22
USPG2-IDF2B (4),cisco_ios,10.167.65.22,,,,22
USPG2-IDF2C (1),cisco_ios,10.167.65.23,,,,22
USPG2-IDF2C (2),cisco_ios,10.167.65.23,,,,22
USPG2-IDF2C (3),cisco_ios,10.167.65.23,,,,22
USPG2-IDF2C (4),cisco_ios,10.167.65.23,,,,22
USPG2-IDF2D (1),cisco_ios,10.167.65.24,,,,22
USPG2-IDF2D (2),cisco_ios,10.167.65.24,,,,22
USPG2-IDF2D (3),cisco_ios,10.167.65.24,,,,22
USPG2-IDF3A (1),cisco_ios,10.167.65.31,,,,22
USPG2-IDF3A (2),cisco_ios,10.167.65.31,,,,22
USPG2-IDF3A (3),cisco_ios,10.167.65.31,,,,22
USPG2-IDF3A (4),cisco_ios,10.167.65.31,,,,22
USPG2-IDF3B (1),cisco_ios,10.167.65.32,,,,22
USPG2-IDF3B (2),cisco_ios,10.167.65.32,,,,22
USPG2-IDF3B (3),cisco_ios,10.167.65.32,,,,22
USPG2-IDF3B (4),cisco_ios,10.167.65.32,,,,22
USPG2-IDF3C (1),cisco_ios,10.167.65.33,,,,22
USPG2-IDF3C (2),cisco_ios,10.167.65.33,,,,22
USPG2-IDF3C (3),cisco_ios,10.167.65.33,,,,22
USPG2-IDF3C (4),cisco_ios,10.167.65.33,,,,22
USPG2-IDF3D (1),cisco_ios,10.167.65.34,,,,22
USPG2-IDF3D (2),cisco_ios,10.167.65.34,,,,22
USPG2-IDF3D (3),cisco_ios,10.167.65.34,,,,22
USPG2-IDF3D (4),cisco_ios,10.167.65.34,,,,22
USPG2-IDF4A (1),cisco_ios,10.167.65.41,,,,22
USPG2-IDF4A (2),cisco_ios,10.167.65.41,,,,22
USPG2-IDF4A (3),cisco_ios,10.167.65.41,,,,22
USPG2-IDF4A (4),cisco_ios,10.167.65.41,,,,22
USPG2-IDF4B (2),cisco_ios,10.167.65.42,,,,22
USPG2-IDF4B (3),cisco_ios,10.167.65.42,,,,22
USPG2-IDF4B (4),cisco_ios,10.167.65.42,,,,22
USPG2-IDF4D (1),cisco_ios,10.167.65.44,,,,22
USPG2-IDF4D (2),cisco_ios,10.167.65.44,,,,22
USPG2-IDF4D (3),cisco_ios,10.167.65.44,,,,22
USPG2-IDF4D (4),cisco_ios,10.167.65.44,,,,22
USEWI02-LAN01,cisco_ios,10.162.184.1,,,,22
USEWI02-ECV-01,generic,10.255.196.161,,,,22
USEWI02-ECV-02,generic,10.255.196.162,,,,22
USEWI02-OM-01,generic,10.162.184.9,,,,22
FRBOU-AS01-01 (1),cisco_ios,10.115.8.20,,,,22
FRBOU-AS01-01 (2),cisco_ios,10.115.8.20,,,,22
FRBOU-AS01-01 (3),cisco_ios,10.115.8.20,,,,22
FRBOU-AS01-01 (4),cisco_ios,10.115.8.20,,,,22
FRBOU-LAN03 (2),cisco_ios,10.115.8.13,,,,22
FRBOU-LAN03 (3),cisco_ios,10.115.8.13,,,,22
FRBOU-AS02-01 (1),cisco_ios,10.115.8.30,,,,22
FRBOU-LAN04 (2),cisco_ios,10.115.8.14,,,,22
FRBOU-LAN06 (2),cisco_ios,10.115.8.16,,,,22
FRBOU-LAN08 (2),cisco_ios,10.115.8.18,,,,22
FRBOU-LAN10 (2),cisco_ios,10.115.8.21,,,,22
USBED-LAN06,cisco_ios,10.60.5.10,,,,22
USBED-LAN07,cisco_ios,10.60.0.15,,,,22
USSD3-LAN01 (1),cisco_ios,10.162.6.68,,,,22
USSD3-LAN01 (2),cisco_ios,10.162.6.68,,,,22
USSD3-LAN01 (3),cisco_ios,10.162.6.68,,,,22
USSD3-LAN01 (4),cisco_ios,10.162.6.68,,,,22
USSD3-LAB-FW02,fortinet,10.162.6.67,,,,22
USSD3-LAB-FW01,fortinet,10.162.6.66,,,,22
INGU1-CS01,cisco_ios,10.96.14.1,,,,22
USFRK-AS-10 (3),cisco_ios,10.175.252.73,,,,22
AUBRI-6F-AS-02.thermofisher.com (2),cisco_ios,10.60.15.17,,,,22
AUBRI-6F-AS-02.thermofisher.com (1),cisco_ios,10.60.15.17,,,,22
USFRK-AS-20 (2),cisco_ios,10.175.252.89,,,,22
USASH-WH-DMVPN01,cisco_ios,10.255.133.36,,,,22
AUBRI-6F-AS-02.thermofisher.com (3),cisco_ios,10.60.15.17,,,,22
DEKAR-E-2F-AS01,cisco_ios,10.115.64.8,,,,22
USMBG-RS-LAN12 (4),cisco_ios,10.164.160.12,,,,22
USMBG-RS-LAN12 (1),cisco_ios,10.164.160.12,,,,22
USMBG-RS-LAN14 (3),cisco_ios,10.164.160.14,,,,22
USMBG-RS-LAN12 (3),cisco_ios,10.164.160.12,,,,22
USMBG-RS-LAN14 (1),cisco_ios,10.164.160.14,,,,22
AUBRI-6F-AS-04.thermofisher.com,cisco_ios,10.60.15.19,,,,22
AUBRI-6F-AS-03.thermofisher.com (1),cisco_ios,10.60.15.18,,,,22
USMBG-RS-LAN14 (2),cisco_ios,10.164.160.14,,,,22
USMBG-RS-LAN12 (2),cisco_ios,10.164.160.12,,,,22
ATLIN-703-AS-1.thermofisher.com,cisco_ios,10.60.28.241,,,,22
CAMI1-LAN03-01 (3),cisco_ios,10.40.67.12,,,,22
